uid_t,name,name_zh,village,raw_Text
V142-10,Mingxintang,明心堂,V142, Mingxintang 明心堂 is dedicated to Sanyi jiaozhu 三一教主
V142-11,Sanshengci,三圣祠,V142," Sanshengci 三圣祠 was first built during the Ming Tianqi period (1621– 27), and was rebuilt in recent years. Middle: Zunzhu mingwang 尊主明王, Houtu furen 后土夫人 (The Huang of Huazhong 华中, the Zheng of Huadi 华堤, and the Lin 林 and the Zhang 张 of Huadi 华堤 each sculpted their own set of statues of these gods). Left: Lufu xianggong 鲁府相公, Lufu furen 鲁府夫人. Right: Huilie shenghou 慧烈圣侯 (supported by the Huang of Huazhong 华中). Front: Guangfu furen 广福夫人, Erwei jinren 二位金人, Wuhua tongzi 五花童子, Nezha taizi 哪吒太子, Taiyi xiangu 太乙仙姑"
V142-12,Fuxitang,浮溪堂,V142, Fuxitang 浮溪堂 is dedicated to Sanyi jiaozhu 三一教主. Left: Zhuoshi zhenren 卓氏真人. Right: Chensheng hufa 陈圣护法
V142-13,Yuhuaci,玉华祠,V142," Yuhuaci 玉华祠 belongs to the Wu 吴 of Tianwei 田尾. Middle: Sanyi jiaozhu 三一教主, Yushu dadi 玉枢大帝"
V142-14,Tianhua chansi,天华禅寺,V142," Tianhua chansi 天华禅寺 was rebuilt in 1991. Middle: Sanzhenfo 三真佛. Side altars: Milefo 弥勒佛, Guanyin dashi 观音大士, Weituo 韦陀, Jialan 迦蓝, 18 Luohan 十八罗汉. "
V143-1,Huajiangjing Xigui zushê,华江境袭桂祖社,V143," Huajiangjing Xigui zushê 华江境袭桂祖社 was originally the ancestral shê (zushe) 祖社 of Haibin 海滨, Zhelang 遮浪, Dongjia 东甲 and Sanhua 三华. Now it is co-owned by the east Yu 东余, west Yu 西余, the Wu 吴, Guo 郭, Ou 欧 and the Wang 王 of the village. Middle altar: Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. Left altar: Jixiang dajiang 吉祥大将, Chenshi zhenren 陈氏真人, Qianshi shengfei 钱氏圣妃, Miaoying zushi 妙应祖师, Qitian dasheng 齐天大圣, Beima shenghou 白马圣侯. Right altar: Yanggong taishi 杨公太师, Zhanggong shengjun 张公圣君, Sima shengwang 司马圣王, Tiangong yuanshuai 田公 元帅, Guangfu furen 广福夫人, Wulu jiangjun 五路将军"
V143-2,Chongshengmiao,崇圣庙,V143," Chongshengmiao 崇圣庙 is the main temple for the three village alliance of Donghua 东华. The temple was rebuilt in 1988. Middle: Wuhuang dadi 五皇大帝. Left: Tiangong yuanshuai 田公元帅, Dongfu xiansheng 东阜 先生. Right: Wanggong daren 王公大人. Front left: Dong bajiang 东八将, Daye 大爷. Front right: Xi bajiang 西八将, Daye 大爷. Left side lower hall: Baiya jiangjun 白牙将军"
V143-3,Qingyundong,清云洞,V143," Qingyundong 清云洞: Middle altar: Tiangong yuanshuai 田公元帅. Side altars: Liu daye 柳大爷, Zhong junfu 中军府, Baiya jiangjun 白牙将军, Fenghuotong 风火童"
V143-4,Tianhougong,天后宫,V143," Tianhougong 天后宫 was rebuilt in recent years. Middle: Tianshang shengmu 天上圣母. Side altars: Qianliyan 千里眼, Wanlier 万里耳"
V143-5,Sanshengci,三圣祠,V143," Sanshengci 三圣祠: Built in Ming Tianqi 2 (1458), this temple belongs to the Huang 黄, the Zheng 郑, and the Lin 林. Middle altar: Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. Left altar: Hui lieshenghou 惠烈 圣侯, Shuntian shengmu 顺天圣母, Daye 大爷, Erye 二爷, Wuhua tongzi 五花童子. Right altar: Lufu dashen 鲁府大神, Lufu yima 鲁府姨妈, Huang sheren 黄舍人, Bai sheren 白舍人, Lufu youer 鲁府幼儿"
V143-6,Zhaolinggong,昭灵宫,V143," Zhaolinggong 昭灵宫, Xinanshê 新安社: This temple was originally built during the late Ming Dynasty, and was rebuilt both in 1947 and in 2001. Middle altar: Yanggong taishi 杨公太师. Left altar: Zunzhu mingwang 尊主 明王, Houtu furen 后土夫人, Wangmu niangniang 王母娘娘. Right altar: Fazhu xianfei 法主仙妃, Guanyin dashi 观音大士, Front altar: Zhanggong shengjun 张公圣君, Qitian dasheng 齐天大圣, Chenshi zhenren 陈氏真人, Li sanfuren 李三夫人, Zhengyi tianshi 正一天师, Sanwei zhenren 三位真人, Sanwei xingjun 三位星君, Sanwei jiangjun 三位将军, Heihu jiangjun 黑虎 将军"
V143-7,Dazuntang,达尊堂,V143, Dazuntang 达尊堂 is dedicated to Fude zhengshen 福德正神
V143-8,Canxingting,参性亭,V143," Canxingting 参性亭 was rebuilt in 1989. Main god: Guanyin dashi 观音 大士, Secondary gods: (left) Xietian dadi 协天大帝. (right ) Jialan pusa 伽蓝 菩萨"
V143-9,Dongshengci,东升祠,V143," Dongshengci 东升祠 was built in 1989. Middle altar: Sanyi jiaozhu 三一 教主. Secondary gods: Left altar: Zhuo zhenren 卓真人, Xuantian shangdi 玄天上帝, Wuxian dadi 五显大帝, Guansheng dijun 关圣帝君. Right altar: Zhang Sanfeng 张三丰, Yushu dadi 玉枢大帝, Tiangong yuanshuai 田公 元帅, Chensheng hufa 陈圣护法. Right hall dedicated to Guanyin dashi 观音大士, Left altar: Wenchang dijun 文昌帝君. Right altar: Xietian dadi 协天大帝"
V143-10,Minglintang,明林堂,V143, Minglintang 明林堂 is dedicated to Sanyi jiaozhu 三一教主. 
V144-1,Panshigong,磐石宫,V144," Panshigong 磐石宫, Panshuishê 泮水社 is the main temple for the village. The temple was rebuilt in 1982. Middle: Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. Left altar: Kanggong yuanshuai 康公元帅, Zhanggong shengjun 张公圣君, Yanggong taishi 杨公太师. Right altar: Tianshang shengmu 天上圣母, Tiangong yuanshuai 田公元帅, Chengong taishi 陈公太师"
V144-2,Hongjingmiao,弘靖庙,V144," Hongjingmiao 弘靖庙: Originally built right after the founding of the PRC, this temple was renovated in 1985. Middle: Tiangong yuanshuai 田公 元帅, Baiya jiangjun 白牙将军. Left altar: Liu daye 柳大爷, Huang daye 黄大爷, Chen daye 陈大爷, Xie daye 谢大爷, Huang daye 黄二爷. Right altar: Xu daye 徐大爷, Zhu daye 朱大爷, Li daye 李大爷, Wu daye 吴大爷, Xu guniang 徐姑娘, Siye 四爷"
V144-3,Guanyinting,观音亭,V144," Guanyinting 观音亭 is dedicated to Guanyin dashi 观音大士. Side altars: Weituo 韦陀, Jialan 伽蓝"
V144-4,Huajiang shuyuan,华江书院,V144," Huajiang shuyuan 华江书院 was originally co-owned by Donghua 东华, Zhelang 遮浪, and Haibin 海滨 villages. Middle: Wenchang dijun 文昌帝君. Side altars: Kuidou xingjun 魁斗星君, Luer mamu 鹿儿马母"
V144-5,Yuhuangdian,玉皇殿,V144," Yuhuangdian 玉皇殿 was rebuilt in 1990. Middle: Yuhuang zhizun 玉皇 至尊. Left: Yuantian shangdi 元天上帝, Wen yuanshuai 温元帅, Kang yuanshuai 康元帅, Ma yuanshuai 马元帅, Zhao yuanshuai 赵元帅. Right: Dafa tianshi 大法天师, Gao yuanshuai 高元帅, Wu yuanshuai 吴元帅, Xin yuanshuai 辛元帅, Dianmu 电母. East side: Daye 大爷. West side: Lufu xianggong 鲁府相公, Lufu furen 鲁府夫人"
V144-6,Tongmingdian,通明殿,V144," Tongmingdian 通明殿 is dedicated to Xuantian shangdi 玄天上帝. Kanggong yuanshuai 康公元帅, Tianshang shengmu 天上圣母, Zhanggong shengjun 张公圣君, Tiangong yuanshuai 田公元帅, Niushan dawang 牛山 大王, Ligong zhangzhe 李公长者, Fude zhengshen 福德正神"
V144-7,Beijidian,北极殿,V144, Beijidian 北极殿 is dedicated to Yuantian shangdi 元天上帝
V144-8,Deyuanmiao,德源庙,V144, Deyuanmiao 德源庙 is dedicated to Fude zhengshen 福德正神
V144-9,Dongzhenci,东镇祠,V144," Dongzhenci 东镇祠 was built in Ming Jiajing 21 (1542). The back hall is dedicated to Sanyi jiaozhu 三一教主, Tiangong yuanshuai 田公元帅. Left: Guansheng dijun 关圣帝君, Wuxian dadi 五显大帝. Right: Tiangong yuanshuai 田公元帅, Chensheng hufa 陈圣护法. Left side: Zhang Sanfeng 张三丰. Right side: Zhuo zhenren 卓真人"
V144-10,Mingyangtang,明扬堂,V144, Mingyangtang 明扬堂 is dedicated to Sanyi jiaozhu 三一教主. Tiangong yuanshuai 田公元帅 is the secondary god. 
V145-1,Yujingjing Antai xingshê,玉井境安泰兴社,V145," Yujingjing Antai xingshê 玉井境安泰兴社 was rebuilt in 1985. Zhongzuo shenzhang 中座神帐: Zunzhu mingwang 尊主 明王, Houtu furen 后土夫人, Left: Sima shengwang 司马圣王. Right: Taiyi xiangu 太乙仙姑"
V145-2,Xianji shushê,显济书社,V145," Xianji shushê 显济书社 was rebuilt in 1993. Central altar: Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. Left altar: Sima shengwang 司马圣王, Wulu jiangjun 五路将军. Right altar: Jiayou shenghou 嘉祐圣侯, Linshui furen 临水夫人 (commonly call Furenma 夫人妈)"
V145-3,Dongzhou shushê,东洲书社,V145," Dongzhou shushê 东洲书社 is dedicated to Zunzhu mingwang 尊主 明王, Houtu furen 后土夫人"
V145-4,Xianjimiao,显济庙,V145, Xianjimiao 显济庙 is dedicated to Song imperially enfeoffed Weiling jiayouhou Zhugong 宋敕封威灵嘉祐侯朱公 and to Ziyang zhuwengong 紫阳 朱文公 (Zhu Xi 朱熹)
V145-5,Fengluangong,凤峦宫,V145," Fengluangong 凤峦宫 is dedicated to Tiangong yuanshuai 田公元帅. Side altars: Baiya jiangjun 白牙将军, Fude zhengshen 福德正神"
V145-6,Xinqionglou,新瓊楼,V145, Xinqionglou 新瓊楼 is dedicated to Zhanggong shengjun 张公圣君
V145-7,Xingshengci,兴圣祠,V145," Xingshengci 兴圣祠 is dedicated to Sanyi jiaozhu 三一教主. Left: Guanyin dashi 观音大士, Right: Sanguan dadi 三官大帝"
V145-8,Taihuci,太湖祠,V145," Taihuci 太湖祠 was built in Ming Wanli 20 (1592), at the urging of Zhu Huixu 朱慧虚, a close disciple of Lin Zhao’en 林兆恩, founder of the Three in One religious movement. The temple was listed as one of the major cultural preservation sites of Putian county in 1986, and was renovated in 1992. Front hall, central altar: Sanyi jiaozhu 三一教主. Left altar: Sanfeng zhenren 三峰真人. Right altar: Zhuozu zhenren 卓祖真人. Back altar: Milefo 弥勒佛. Back hall, central altar: Xuantian shangdi 玄天上帝. Left altar: Wenchang dijun 文昌帝君. Right altar: Shuiguan dadi 水官大帝. East corridor: Huoguan dadi 火官大帝. West corridor: Wuxian dadi 五显大帝 of Taihuci 太湖祠. Eastern side hall: Xuantan yuanshuai 玄坛元帅, Sida jiangjun 四大 将军. Western side hall: Guansheng dijun 关圣帝君 and Zhongjun 中军. The SJCDCB, 1992:14 claims that there are 770 initiates. "
V146-1,Houzhujing Fengshangong,后洙境凤山宫,V146," Houzhujing Fengshangong 后洙境凤山宫 was rebuilt in 1988. Middle: Yanggong taishi 杨公太师, Sima shenghou 司马 圣侯"
V146-2,Wenfeng shushê,文峰书社,V146," Wenfeng shushê 文峰书社 is dedicated to Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. Left: Taiyi xiangu 太乙仙姑. Right: Wulu jiangjun 五路将军"
V146-3,Zhuangliemiao,壮烈庙,V146," Zhuangliemiao 壮烈庙 was rebuilt in 1932. Middle altar: Weigong shenghou 魏公圣侯. Left altar: Wei jiangjun 魏将军. Right altar: Provincial Governor (Dudu) Qi Jiguang 戚继光都督. Side altars: Huye 虎爷, Gouye 狗爷"
V146-4,Gushansi,古山寺,V146," Gushansi 古山寺: Built during the Song Dynasty, it was a branch of the Chongxingsi 重兴寺 which (it was claimed) was under the direct administration of Beichengong 北辰宫 (note however that the Beichengong was not built until the late Ming). The temple was led by a Chan master (Chanshi) 禅师 called Seng Rusheng 僧如升. Middle altar: Shijia rulai 释迦如来. Left altar: Guanyin dashi 观音大士, Right altar: Xuantian shangdi 玄天上帝"
V146-5,Wenfutan,文福坛,V146," Wenfutan 文福坛 is dedicated to Haigu daye 骸骨大爷, Erye二爷, Guitougong 鬼头公"
V146-6,Fengshanting,凤山亭,V146, Fengshanting 凤山亭 is dedicated to Guanyin dashi 观音大士
V146-7,Fengyingtang,凤应堂,V146, Fengyingtang 凤应堂 is dedicated to Sanyi jiaozhu 三一教主. 
V147-1,Timing shê,题名社,V147," Timing shê 题名社 is dedicated to Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Left altar: Tianshang shengmu 天上圣母, Wenwu zhushen 文武诸神. Right altar: Sima shengwang 司马圣 王, Furenma 夫人妈"
V147-2,Ziyangci,紫阳祠,V147, Ziyangci 紫阳祠: Zhuzi xiansheng 朱子先生 (Zhu Xi 朱熹). 
V148-1,Tianxintai,天心台,V148," Tianxintai 天心台 is the main temple for the five village ritual alliance. Middle altar: Tiangong yuanshuai 田公元帅, Left altar: Baiya jiangjun 白牙将军. Left altar: Fude zhengshen 福德正神"
V148-2,Denglongshê,登龙社,V148," Denglongshê 登龙社: Middle altar: Zunzhu mingwang 尊主明王, Houtu furen 后土夫人"
V148-3,Denglongmiao,登龙庙,V148, Denglongmiao 登龙庙: Middle altar: Fude zhengshen 福德正神. 
V149-1,Xingxian lishê,兴贤里社,V149," Xingxian lishê 兴贤里社: Middle altar: Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. Left altar: Sima shengwang 司马 圣王. Right altar: Taiyi xiangu 太乙仙姑"
V149-2,Tongtiansi,通天寺,V149," Tongtiansi 通天寺: Originally built during the Song Dynasty, the temple was rebuilt in Ming Chongzhen 13 (1640), by the Jinshi 进士 Yu Wanxing 余万兴 and another Patron 檀越 named Yu Peng 余鹏. The temple was rebuilt again in Qing Guangxu 33 (1907). Middle altar: Shijia wenfo 释迦 文佛, Guanyin dashi 观音大士, Weituo zuntian 韦陀尊天. Side altars: the Eighteen Luohan 十八罗汉"
V149-3,Tongtiantang,通天堂,V149," Tongtiantang 通天堂, Lingcongshê 灵聪社: Middle altar: Guanyin dashi 观音大士, Left altar: Yanggong taishi 杨公太师, Zunzhu mingwang 尊主 明王, Houtu furen 后土夫人. Right altar: Wulu jiangjun 五路将军, Ligong zhangzhe 李公长者, Qianshi shengfei 钱氏圣妃"
V149-4,Tongmingci,通明祠,V149," Tongmingci 通明祠: Middle altar: Sanyi jiaozhu 三一教主. Left altar: Zhanggong shengjun 张公圣君. Right altar: Lufu dashen 鲁府大神, Lufu furen 鲁府夫人, Lufu yima 鲁府姨妈. "
V150-1,Shifujing Longdonggong,石阜境龙洞宫,V150," Shifujing Longdonggong 石阜境龙洞宫 was built in Ming Wanli 12 (1584) and renovated in 1920. The rear hall was rebuilt in 1986 while the front hall was rebuilt in 1990, and finished in 1991. Middle altar: Yanggong taishi 杨公太师. Left altar: Tiangong yuanshuai 田公元帅. Right altar: Yangfu jiuniang 杨府九娘. Left side: Huang daren 黄大人. Right side: Xu jiangjun 徐将军"
V150-2,Yi’anshê,义安社,V150," Yi’anshê 义安社 is dedicated to Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. Left: Zhanggong shengjun 张公圣君. Right: Sima shengwang 司马圣王"
V150-3,Xingyuan ting,兴元亭,V150," Xingyuan ting 兴元亭, Liantangshê 莲塘社 is dedicated to Sima shengwang 司马圣王, Zhanggong shengjun 张公圣君, Huiji shenghou 惠济圣侯. Front: Zunzhu mingwang 尊主明王, Houtu furen 后土夫人, Jixiang dajiang 吉祥大将"
V150-4,Longtougong,龙头宫,V150," Longtougong 龙头宫: Middle altar: Sima shengwang 司马圣王, Houtu furen 后土夫人"
V150-5,Fulushê,福禄社,V150," Fulushê 福禄社 is dedicated to Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. Left: Shuibu shangshu 水部尚书. Right: Tianshang shengmu 天上圣母. The right hall is dedicated to Sima shengwang 司马圣王. The left hall is dedicated to Taiyi xiangu 太乙仙姑. Right altar: Fude zhengshen 福德正神"
V150-6,Huiyuan shuyuan,会源书院,V150, Huiyuan shuyuan 会源书院 is dedicated to Wenchang dijun 文昌帝君. Left: Kuidou xingjun 魁斗星君. Right: Luer baomu 鹿儿保母
V150-7,Julanting,聚兰亭,V150," Julanting 聚兰亭 is dedicated to Guanyin dashi 观音大士, Left: Puhua tianzun 普化天尊. Right: Weituo zuntian 韦陀尊天"
V150-8,Xingyuanmiao,兴元庙,V150, Xingyuanmiao 兴元庙 is dedicated to Wulu jiangjun 五路将军
V150-9,Cishantang,慈善堂,V150, Cishantang 慈善堂 is dedicated to Xuantian shangdi 玄天上帝
V150-10,Hanantang,涵安堂,V150, Hanantang 涵安堂 is dedicated to Sanyi jiaozhu 三一教主. 
V151-1,Yongxingshê,永兴社,V151," Yongxingshê 永兴社: Middle altar: Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. Left altar: Qitian dasheng 齐天大圣, Sima shengwang 司马圣王, Yanggong taishi 杨公太师, Wulu jiangjun 五路 将军. Right altar: Guanyin dashi 观音大士, Lufu dashen 鲁府大神, Chenshi zhenren 陈氏真人, Lufu yima 鲁府姨妈"
V151-2,Yunshuidong,云水洞,V151, Yunshuidong 云水洞: Upper hall: Li zhenren 李真人. Lower hall: Zhuo zhenren 卓真人. 
V152-1,Zhongxing lishê,仲兴里社,V152," Zhongxing lishê 仲兴里社: Main gods: Zunzhu mingwang 尊主明王, Houtu furen 后土夫人"
V152-2,Xingyandong,兴岩洞,V152, Xingyandong 兴岩洞: Main god: Xun’an Wutaishan 巡按吴泰山. Secondary gods: Wulu jiangjun 五路将军
V152-3,Zhenjieting,祯节亭,V152," Zhenjieting 祯节亭: Main god: Guanyin dashi 观音大士, Secondary gods: Weituo 韦陀, Jialan 伽蓝"
V152-4,Sancheng chansi,三乘禅寺,V152," Sancheng chansi 三乘禅寺 is located in Xiangkou 巷口, and was rebuilt in 1990. Main hall (Daxiong baodian 大雄宝殿 is dedicated to Shijia wenfo 释迦文佛. Left: Weituo 韦驮. Right: Jialan 伽蓝. Side altars: Eighteen Luohans 十八罗汉. Rear hall (Qingliange 青莲阁) is dedicated to Guanyin dashi 观音大士. "
V153-1,Yiqi dongshê,义齐东社,V153," Yiqi dongshê 义齐东社 is co-owned with Zhucuo 朱厝 and Huangcuo 黄厝. Main gods: Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. Secondary gods: Ligong zhangzhe 李公长者, Qianshi shengfei 钱氏圣妃"
V153-2,Xianzhougong,仙洲宫,V153," Xianzhougong 仙洲宫: Main god: Tianshang shengmu 天上圣母 3) Dongshengtang 东升堂: Main god: Guanyin dashi 观音大士, Secondary gods: Tiangong yuanshuai 田公元帅, Weituo zunzhe 韦陀尊者"
V153-3,Qingyitang,清一堂,V153, Qingyitang 清一堂: Main god: Sanyi jiaozhu 三一教主. 
V154-1,Yiqi xishê,义齐西社,V154," Yiqi xishê 义齐西社, Weilinggong 威灵宫 is coowned with Xiangkou 巷口, Xiaxincuo 下新厝 and Gouding 沟顶. Main gods: Zunzhu mingwang 尊主明王, Houtu furen 后土夫人. Secondary gods: Zhanggong shengjun 张公圣君, Qianshi shengfei 钱氏圣妃"
