startdate,enddate,uid_r,text,gods_involved
01-08,01-08,V199-2,On 1/8 the Huang 黄 invite Xuantian shangdi 玄天上帝 to go on a tour of inspection around the borders 绕境巡游 while the Kuokou Chen 阔口陈氏 invite Yanggong taishi 杨公太师 to do the same. At night there is a lantern procession.,"['Xuantian shangdi', 'Yanggong taishi']"
01-15,01-15,V199-3,On 1/15 the Donghu Chen 东湖陈 invite the incense burners from their shê altar to each household to xingdao 行道 practice the Dao.,[]
01-16,01-16,V199-4,On 1/16 the Donghu Chen 东湖陈 invite Tiangong yuanshuai 田公元帅 to go on a tour of inspection procession around the village borders. The old Fushou 福首 hand the incense burners over to the new Fushou.,"['Tiangong', 'Tiangong yuanshuai']"
01-05,01-9,V200-1,On 1/5–9 each surname groups takes turns to invite the incense burners to their households to xingdao 行道 practice the Dao.,[]
01-10,01-10,V200-2,"On 1/10 the entire village hold a general Yuanxiao and a lantern procession, and invites Daoist ritual masters to hold a jiao ritual 做醮.",[]
01-19,01-19,V200-3,"On 1/19 Yanggong taishi 杨公太师 goes on a procession through Xiazheng 下郑, Shangxin 上辛, and Guanpu 官埔 villages.",['Yanggong taishi']
01-05,01-05,V201-1,On 1/5 incense burners of the shê-altar are invited to visit each household to xingdao 行道 practice the Dao.,[]
01-06,01-06,V201-2,"On 1/6 Tianshang shengmu 天上圣母 holds a tour of inspection procession around the boundaries of the village. Opera is performed, and Daoist masters are invited to conduct rituals.",['Tianshang shengmu']
01-11,01-11,V202-1,On 1/11 incense burners of the shê-altar are invited to visit each household to xingdao 行道 practice the Dao.,[]
01-12,01-12,V202-2,On 1/12 Yanggong taishi 杨公太师 is invited to holds tour of inspection procession around the boundaries of the village.,['Yanggong taishi']
01-13,01-13,V203-1,On 1/13 the Fushou 福首 carry the shê altar incense burners and accompany Yuantian shangdi 元天上帝 on a tour of inspection of the entire village.,['Yuantian shangdi']
01-14,01-14,V203-2,On 1/14 in the evening there is a procession of linked lanterns.,[]
01-15,01-15,V203-3,"On 1/15 the gods and the incense burners are returned to the temple, and three Daoist masters are invited to hold a jiao ritual 做醮.",[]
01-07,01-8,V204-1,"On 1/7–8 the Zacuo (mixed surnames) 杂厝 carry Zhanggong shengjun 张公圣君, Kanggong yuanshuai 康公元帅, Xuantian shangdi 玄天上帝, Zunzhu mingwang 尊主明王, and Houtu furen 后土夫人 in palm sedan chairs 棕轿 on a tour of inspection around their own territory. Lanterns go on procession and five Daoist masters are invited to hold a jiao rituals 做醮.","['Houtu furen', 'Kanggong yuanshuai', 'Xuantian shangdi', 'Zhanggong shengjun', 'Zunzhu mingwang']"
01-08,01-9,V204-2,"On 1/8–9 the Liucuo 刘厝 carry Xuantian shangdi 玄天上帝, Kanggong yuanshuai 康公元帅, Zhanggong shengjun 张公圣君, Zunzhu mingwang 尊主明王, and Houtu furen 后土夫人 in palm sedan chairs on a tour of inspection around their own territory. Lanterns go on procession and five Daoist masters are invited to hold a jiao rituals 做醮.","['Houtu furen', 'Kanggong yuanshuai', 'Xuantian shangdi', 'Zhanggong shengjun', 'Zunzhu mingwang']"
01-10,01-12,V205-1,On 1/10–12 Kanggong yuanshuai 康公 元帅 and Zhanggong shengjun 张公圣君 are carried on a tour of inspection around the village. Lanterns go on procession and five Daoist masters are invited to hold a jiao ritual 做醮.,"['Kanggong yuanshuai', 'Zhanggong shengjun']"
01-12,01-18,V206-1,"On 1/12–18, the shê altar incense burners and Jin zhongjun 金中军 are taken on a tour of inspection of the entire village.",['Jin zhongjun']
01-20,01-20,V206-2,"On 1/20 in the evening, there is a procession of linked lanterns. Daoist ritual masters are invited to perform a jiao ritual 做醮.",[]
01-05,01-05,V207-1,On 1/5 Anding shushê 安定书社 takes its gods on a tour of inspection procession.,[]
01-06,01-06,V207-2,On 1/6 Anfu shushê 安福 书社 takes its gods on a tour of inspection procession.,[]
01-07,01-07,V207-3,On 1/7 Andeshê 安德社 takes its gods on a tour of inspection procession.,[]
01-08,01-08,V207-4,On 1/8 Xinxingshê 新兴社 takes its gods on a tour of inspection procession.,[]
01-10,01-10,V208-1,On 1/10 Tiangong yuanshuai 田公元帅 and the incense burners of the shê temple are invited on a tour of inspection around the entire village. At night there is a procession of linked lanterns. Opera is performed.,"['Tiangong', 'Tiangong yuanshuai']"
01-11,01-11,V208-2,"On 1/11 Tianshang shengmu 天上妈祖, Sima shengwang 司马圣王, Wu daren 乌大人, Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 are invited out of the temple to receive worship and to have gifts of cash tied around their necks 挂颈. Daoist ritual masters arer invited to hold a spring jiao ritual 春醮.","['Houtu furen', 'Sima shengwang', 'Tianshang shengmu', 'Wu daren', 'Zunzhu mingwang']"
01-12,01-12,V208-3,On 1/12 the old Fushou 福首 hand over the incense burners to the new Fushou.,[]
01-16,01-16,V209-1,On 1/16 the incense burners of the shêaltar are invited to visit each household to xingdao 行道 practice the Dao. In the evening there is a procession of linked lanterns.,[]
01-16,01-16,V210-1,On 1/16 the incense burners of the shêaltar are invited to visit each household to xingdao 行道 practice the Dao. In the evening there is a procession of linked lanterns.,[]
01-11,01-14,V211-1,"On 1/11–14 the incense burners of the shê-altar are invited to visit each household to xingdao 行道 practice the Dao. In the evenings there are processions of linked lanterns. All the gods of the shê, led by Dutian yuanshuai 都天元帅 are carried out in eight small palm sedan chairs for a tour of inspection of the entire village.",['Dutian yuanshuai']
02-01,02-01,V211-2,"On 2/1 the ritual of beginning good fortune toufu 头福 is held, and Daoist ritual masters are invited to hold a jiao ritual 做醮.",[]
01-15,01-15,V212-1,On 1/15 the incense burners of the shê-altar are invited to visit each household to xingdao 行道 practice the Dao.,[]
01-15,01-15,V213-1,On 1/15 Wuhu jialuo 五虎伽罗 and Taiyi xiangu 太乙仙姑 are invited to go on a procession around the village.,"['Taiyi xiangu', 'Wuhu jialuo']"
01-09,01-10,V214-1,"On 1/9–10 the incense burners of the temple, along with Sima shengwang 司马圣王, Tianshang shengmu 天上 圣母, Wuhu jialuo 五虎迦罗, Zhanghong shengjun 张公圣君, and Dutian yuanshuai 都天元帅 go on a tour of inspection of the entire village. In the evening there is a procession of linked lanterns. Daoist ritual masters are invited to hold a jiao ritual 做醮.","['Dutian yuanshuai', 'Sima shengwang', 'Tianshang shengmu', 'Wuhu jialuo']"
01-23,01-23,V214-2,"Formerly, on 1/23 Sima shengwang 司马圣王 would go on procession not only through Wucuo village on this day, but also to Daqiu 大丘, Linbing 林柄, Houhuang 后黄, Houjing 后井, Tucheng 土埕 and Fulushan 福禄山 villages. This tradition has not been revived.",['Sima shengwang']
01-06,01-7,V215-1,On 1/6–7 Qiancuo 前厝 take the incense burners of the shê-altar to visit each household to xingdao 行道 practice the Dao.,[]
01-08,01-08,V215-2,"On 1/8, Cuohou 厝后 take the incense burners of the shê-altar to visit each household to xingdao 行道 practice the Dao.",[]
01-09,01-09,V215-3,"On 1/9, Xiacuo 下厝 take the incense burners of the shê-altar to visit each household to xingdao 行道 practice the Dao.",[]
01-10,01-10,V215-4,"On 1/10, Xiating 下厅 and Qiancuo 前厝 take the incense burners of the shê-altar to visit each household to xingdao 行道 practice the Dao.",[]
01-20,01-21,V215-5,"On 1/20–21 the whole village celebrates a general Yuanxiao, and invites Yanggong taishi 杨公太师 together with the incense burners of the temple to go on a tour of inspection procession around the boundaries of the village. Opera is performed for two days, and Daoist masters are invited to conduct rituals.",['Yanggong taishi']
01-15,01-16,V216-1,"On 1/15–16 the members of the Dongshê 东社 take the incense burners of the temple to go to each household to xingdao 行道 practice the Dao, and then go on a procession around their territory.",[]
01-23,01-24,V216-2,"On 1/23–24, the members of the Shangshê 上社 first go to the Dongshê to worship 东社, and then take the incense burners of that temple (and their own) to each household in its territory to xingdao 行道 practice the Dao, and then goes on a procession around its own boundaries.",[]
01-11,01-11,V217-1,On 1/11 Fulin taishê 福霖泰社 takes the incense burners of the temple to each member household to xingdao 行道 practice the Dao.,[]
01-12,01-12,V217-2,On 1/12 Fulin dongshê 福霖东社 takes the incense burners of the temple to each of its member households to xingdao 行道 practice the Dao.,[]
01-13,01-13,V217-3,On 1/13 Fulin xinshê 福霖新社 takes the incense burners of the temple to each of its member households to xingdao 行道 practice the Dao.,[]
01-14,01-14,V217-4,On 1/14 Fulin shangshê 福霖上社 takes the incense burners of the temple to its member households to xingdao 行道 practice the Dao.,[]
01-15,01-15,V217-5,"On 1/15 a general Yuanxiao festival is held and Yanggong taishi 杨公太师, Tianshang shengmu 天上圣母 and Baima shenghou 白马圣侯 of Baihugong 白湖宫 go on a procession throughout Daqiu village and then on to Fulushan 福禄山 village. Opera is performed and Daoist masters are invited to conduct a jiao ritual 做醮.","['Baima shenghou', 'Tianshang shengmu', 'Yanggong taishi']"
01-11,01-11,V218-1,On 1/11 the Xiafang 下房 area of the village participates in the xingdao 行道 (practising the Dao) procession of Fulin taishê 福霖太社 from the neighbouring village of Daqiu 大丘.,[]
01-12,01-12,V218-2,On 1/12 the Dingfang 顶房 area of the village participates in the xingdao 行道 (practising the Dao) procession of Fulin dongshê 福霖东社 from the neighbour ing village of Daqiu 大丘.,[]
01-15,01-15,V218-3,On 1/15 the entire village 全村 participates in the procession of the Daqiu village Baihugong 大丘白湖宫.,[]
01-12,01-12,V219-1,On 1/12 each household goes to the village temple to worship.,[]
01-20,01-20,V219-2,On 1/20 in the evening there is a procession of linked lanterns.,[]
01-12,01-12,V220-1,On 1/12 Hushan dongshê 笏山东社 takes the incense burners of the temple to each of their households to xingdao 行道 practice the Dao. In the evening there is a procession of linked lanterns.,[]
01-13,01-13,V220-2,On 1/13 Hushan xishê 笏山西社 takes the incense burners of the temple to each of their households to xingdao 行道 practice the Dao. In the evening there is a procession of linked lanterns.,[]
01-24,01-24,V220-3,"On 1/24 the gods of Shengrengong 圣仁宫 are invited to go on a tour of inspection procession through Dingshê 顶社, Xiashê 下社, Tawei 塔尾, Louxia 楼下, Xiajie 下街, Houjing 后井, Bajin 坝津, Beipu 北埔 and other villages. Opera is performed, and Daoist masters are invited to conduct a jiao ritual 做醮.",[]
01-15,01-15,V221-1,On 1/15 each household goes to the Wenming shushê 文明书社 to worship. In the evening there is a procession of linked lanterns.,[]
01-22,01-22,V221-2,On 1/22 Guangze zunwang 广泽尊王 and Tianshang shengmu 天上圣母 are carried on a tour of inspection procession around the entire region. This event is organized by the temple management committee.,"['Guangze zunwang', 'Tianshang shengmu']"
01-06,01-06,V222-1,On 1/6 lanterns are carried in a procession around the village territory.,[]
01-13,01-13,V222-2,"On 1/13 all the gods of Xiangshangong 象山宫 and Yongan xishê 永安西社 are invited to go on procession within the village. Opera is performed and Daoist ritual masters are invited to conduct rituals. The entire village organizes these rituals together, and funds are collected on a per capita basis.",[]
